Method,AUC,p0,r0,f0,p1,r1,f1,Best_Params_per_run
Simul,0.7534 ± 0.0767,0.9341 ± 0.0275,0.6662 ± 0.0851,0.7746 ± 0.0563,0.2614 ± 0.0710,0.7067 ± 0.1391,0.3741 ± 0.0762,,"[{'hidden': 128, 'num_layers_x': 1, 'num_layers_z': 2, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 128, 'num_layers_x': 1, 'num_layers_z': 4, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 256, 'num_layers_x': 2, 'num_layers_z': 3, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.3}, {'hidden': 64, 'num_layers_x': 1, 'num_layers_z': 1, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 256, 'num_layers_x': 3, 'num_layers_z': 4, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 128, 'num_layers_x': 1, 'num_layers_z': 1, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.3}, {'hidden': 64, 'num_layers_x': 3, 'num_layers_z': 2, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.3}, {'hidden': 128, 'num_layers_x': 1, 'num_layers_z': 2, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 256, 'num_layers_x': 4, 'num_layers_z': 3, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 128, 'num_layers_x': 3, 'num_layers_z': 3, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.5}]"
TwoLoss,0.7908 ± 0.0622,0.9422 ± 0.0253,0.6967 ± 0.0512,0.7999 ± 0.0349,0.2828 ± 0.0488,0.7422 ± 0.1122,0.4054 ± 0.0509,,"[{'hidden': 128, 'num_layers_x': 1, 'num_layers_z': 2, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 128, 'num_layers_x': 4, 'num_layers_z': 1, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 128, 'num_layers_x': 3, 'num_layers_z': 1, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 128, 'num_layers_x': 4, 'num_layers_z': 2, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.3}, {'hidden': 256, 'num_layers_x': 3, 'num_layers_z': 2, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 64, 'num_layers_x': 1, 'num_layers_z': 1, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 256, 'num_layers_x': 2, 'num_layers_z': 3, 'lr': 0.01, 'epochs': 100, 'lambda_aux': 0.5}, {'hidden': 64, 'num_layers_x': 2, 'num_layers_z': 1, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.3}, {'hidden': 256, 'num_layers_x': 3, 'num_layers_z': 1, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.3}, {'hidden': 64, 'num_layers_x': 3, 'num_layers_z': 1, 'lr': 0.001, 'epochs': 100, 'lambda_aux': 0.5}]"
